,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist
1499,25327169,폴바셋청담역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 76-2,서울특별시 강남구 삼성로,127.050139060442,37.5195514209786,2018,11,강남구청역,296.241444728815
1500,23260061,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1715-9,서울특별시 서초구 서초대로,127.013000452466,37.4937471045828,2018,16,교대역,407.644846365215
1501,25733239,폴바셋압구정2호점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 615-4,서울특별시 강남구 압구정로36길,127.031308348898,37.5279404466687,2018,10,압구정역,554.914792212527
1502,25767946,폴바셋청담점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 99-5,서울특별시 강남구 도산대로75길,127.04579584248,37.5257066441411,2018,9,압구정로데오역,576.38997512099
1503,25616412,폴바셋,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.00239321346,37.5039300142165,2018,20,고속터미널역,243.538210415856
1504,11964995,폴바셋롯데강남점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 937,서울특별시 강남구 도곡로,127.053252565617,37.496959928714,2018,16,한티역,289.222742920979
1505,11964981,폴바셋뉴코아강남점,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006957982903,37.5102488124166,2018,17,반포역,482.277663425877
1506,14235749,폴바셋롯데마트,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1498-5,서울특별시 서초구 서초대로38길,127.005193298306,37.4906540762088,2018,16,서초역,334.334752121553
1507,16210098,폴바셋,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 717,서울특별시 강남구 일원로,127.08443093613,37.4840682286733,2018,14,일원역,7.6676590264311
1508,16007184,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.025903621913,37.4980981742341,2018,46,강남역,766.044548728402
1509,25523640,PaulBassett,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-17,서울특별시 강남구 테헤란로20길,127.034530014432,37.4991781738666,2018,10,동오역,91.3334739306298
1510,23793027,폴바셋서울세관사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.035729750176,37.5158124255606,2019,11,학동역,388.45380477801
1511,23450083,폴바셋강남구청역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 41-2,서울특별시 강남구 학동로,127.041623287901,37.5175814055205,2019,12,강남구청역,501.51371702088
1512,20694666,폴바셋,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 575,서울특별시 강남구 압구정로,127.026033203671,37.5255543279368,2019,8,압구정역,301.420293931899
1513,23238249,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 142-35,서울특별시 강남구 테헤란로,127.05084893094,37.5054826547048,2019,12,선릉역,341.898827259802
1514,23323417,폴바셋현대모터스튜디오서울점서울점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 91,서울특별시 강남구 언주로,127.034347226953,37.5212705196924,2019,11,압구정역,589.184532226389
1515,23494874,폴바셋코엑스몰점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.059139102428,37.5118203253706,2019,22,봉은사역,489.853750816121
1516,20274032,폴바셋,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로,127.098124400184,37.5113044663838,2019,14,잠실역,464.552755332972
1517,23788240,폴바셋양재점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1361-10,서울특별시 서초구 강남대로,127.032611763625,37.4865657134401,2019,30,양재역,209.219240411393
1518,23715043,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 107,서울특별시 강남구 영동대로,127.060688099709,37.5145808720792,2019,16,봉은사역,227.908863445265
1519,26487873,폴바셋서울세관사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.035729750176,37.5158124255606,2019,11,학동역,388.45380477801
1520,25698444,폴바셋역삼점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-17,서울특별시 강남구 테헤란로20길,127.034530014432,37.4991781738666,2019,10,동오역,91.3334739306298
1521,23216058,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 158-16,서울특별시 강남구 테헤란로,127.058194516149,37.5077760687302,2019,15,봉은사역,896.457546202325
1522,23260061,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1715-9,서울특별시 서초구 서초대로,127.013000452466,37.4937471045828,2019,16,교대역,407.644846365215
1523,3135122,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-2,서울특별시 서초구 서초대로78길,127.027528087713,37.4957958460381,2019,43,강남역,474.321054030787
1524,25327169,폴바셋청담역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 76-2,서울특별시 강남구 삼성로,127.050139060442,37.5195514209786,2019,11,강남구청역,296.241444728815
1525,25733239,폴바셋압구정2호점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 615-4,서울특별시 강남구 압구정로36길,127.031308348898,37.5279404466687,2019,10,압구정역,554.914792212527
1526,25767946,폴바셋청담점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 99-5,서울특별시 강남구 도산대로75길,127.04579584248,37.5257066441411,2019,9,압구정로데오역,576.38997512099
1527,25616412,폴바셋,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.00239321346,37.5039300142165,2019,20,고속터미널역,243.538210415856
1528,11964981,폴바셋뉴코아강남점,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006957982903,37.5102488124166,2019,17,반포역,482.277663425877
1529,11964995,폴바셋롯데강남점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 937,서울특별시 강남구 도곡로,127.053252565617,37.496959928714,2019,16,한티역,289.222742920979
1530,14235749,폴바셋롯데마트,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1498-5,서울특별시 서초구 서초대로38길,127.005193298306,37.4906540762088,2019,16,서초역,334.334752121553
1531,16007184,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.025903621913,37.4980981742341,2019,46,강남역,766.044548728402
1532,16210098,폴바셋,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 717,서울특별시 강남구 일원로,127.08443093613,37.4840682286733,2019,14,일원역,7.6676590264311
1533,16275284,폴바셋,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 52-1,서울특별시 서초구 고무래로,127.01122482443,37.5023373221467,2019,18,사평역,324.961643696106
1534,25523640,PaulBassett,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-17,서울특별시 강남구 테헤란로20길,127.034530014432,37.4991781738666,2019,10,동오역,91.3334739306298
1535,23494874,폴바셋코엑스몰점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.059139102428,37.5118203253706,2020,22,봉은사역,489.853750816121
1536,23216058,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 158-16,서울특별시 강남구 테헤란로,127.058194516149,37.5077760687302,2020,15,봉은사역,896.457546202325
1537,26487873,폴바셋서울세관사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.035729750176,37.5158124255606,2020,11,학동역,388.45380477801
1538,25733239,폴바셋압구정2호점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 615-4,서울특별시 강남구 압구정로36길,127.031308348898,37.5279404466687,2020,10,압구정역,554.914792212527
1539,23260061,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1715-9,서울특별시 서초구 서초대로,127.013000452466,37.4937471045828,2020,16,교대역,407.644846365215
1540,25616412,폴바셋,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.00239321346,37.5039300142165,2020,20,고속터미널역,243.538210415856
1541,25767946,폴바셋청담점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 99-5,서울특별시 강남구 도산대로75길,127.04579584248,37.5257066441411,2020,9,압구정로데오역,576.38997512099
1542,23450083,폴바셋강남구청역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 41-2,서울특별시 강남구 학동로,127.041623287901,37.5175814055205,2020,12,강남구청역,501.51371702088
1543,11964981,폴바셋뉴코아강남점,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006957982903,37.5102488124166,2020,17,반포역,482.277663425877
1544,11964995,폴바셋롯데강남점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 937,서울특별시 강남구 도곡로,127.053252565617,37.496959928714,2020,16,한티역,289.222742920979
1545,23793027,폴바셋서울세관사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.035729750176,37.5158124255606,2020,11,학동역,388.45380477801
1546,17066868,폴바셋,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 636-4,서울특별시 강남구 언주로,127.033905906565,37.5274210935962,2020,9,압구정역,654.885711991802
1547,17114076,폴바셋,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 924-20,서울특별시 서초구 방배로,126.996109909874,37.4832696858833,2020,30,방배역,234.357728195951
1548,16007184,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.025903621913,37.4980981742341,2020,46,강남역,766.044548728402
1549,23788240,폴바셋양재점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1361-10,서울특별시 서초구 강남대로,127.032611763625,37.4865657134401,2020,30,양재역,209.219240411393
1550,23238249,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 142-35,서울특별시 강남구 테헤란로,127.05084893094,37.5054826547048,2020,12,선릉역,341.898827259802
1551,25327169,폴바셋청담역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 76-2,서울특별시 강남구 삼성로,127.050139060442,37.5195514209786,2020,11,강남구청역,296.241444728815
1552,3135122,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-2,서울특별시 서초구 서초대로78길,127.027528087713,37.4957958460381,2020,43,강남역,474.321054030787
1553,23715043,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 107,서울특별시 강남구 영동대로,127.060688099709,37.5145808720792,2020,16,봉은사역,227.908863445265
1554,16275284,폴바셋,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 52-1,서울특별시 서초구 고무래로,127.01122482443,37.5023373221467,2020,18,사평역,324.961643696106
1555,20694666,폴바셋,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 575,서울특별시 강남구 압구정로,127.026033203671,37.5255543279368,2020,8,압구정역,301.420293931899
1556,16210098,폴바셋,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 717,서울특별시 강남구 일원로,127.08443093613,37.4840682286733,2020,14,일원역,7.6676590264311
1557,14235749,폴바셋롯데마트,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1498-5,서울특별시 서초구 서초대로38길,,,2020,0,,233.2
1558,23323417,폴바셋현대모터스튜디오서울점서울점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 91,서울특별시 강남구 언주로,127.034347226953,37.5212705196924,2020,11,압구정역,589.184532226389
1559,20274032,폴바셋,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로,127.098124400184,37.5113044663838,2020,14,잠실역,464.552755332972
1560,12609345,메가커피,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.120580668252,37.4878840133883,2018,8,문정역,84.4235241505164
1561,12594558,메가커피수락산역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 1267,서울특별시 노원구 동일로,127.055803801993,37.6801805266229,2018,13,수락산역,303.704012276197
1562,12492744,메가커피고대점,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 101-2,서울특별시 성북구 인촌로27길,127.029694397544,37.5869907922067,2018,18,안암역,101.978829023366
1563,12667550,메가커피우이동점,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.012172458694,37.6541978792207,2018,13,솔밭공원역,231.564858710197
1564,15658387,메가커피,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 821,서울특별시 강남구 테헤란로,127.028022534124,37.4986562606686,2018,40,강남역,738.296996764188
1565,16243503,MEGACOFFEE,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1716-3,서울특별시 서초구 서초대로,127.011400031016,37.4933372584402,2018,19,서초역,377.309714417974
1566,16230379,메가커피,11290,성북구,1129010400,동소문동1가,서울특별시 성북구 동소문동1가 27,서울특별시 성북구 동소문로,127.00702082108,37.5891088888379,2018,30,한성대입구역,69.3654099041464
1567,15954955,메가커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.012218143364,37.6541712308566,2018,13,솔밭공원역,233.110684897884
1568,16047773,메가커피.에이치비지니,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 645,서울특별시 송파구 법원로11길,127.116216595299,37.4849410153847,2018,0,문정역,564.692155852309
1569,16128620,메가커피미아,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 217-109,서울특별시 강북구 솔매로45길,127.023695307748,37.63016413629,2018,17,미아역,122.574183664846
1570,16067232,메가커피,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 645,서울특별시 송파구 법원로11길,127.116216595299,37.4849410153847,2018,0,문정역,564.692155852309
1571,16111201,MEGACOFFEE메가커피,11290,성북구,1129011900,동선동4가,서울특별시 성북구 동선동4가 42,서울특별시 성북구 아리랑로,127.016377703664,37.5939627499069,2018,24,성신여대입구역,101.876441340972
1572,16258142,MEGAGEN,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 268-15,서울특별시 강남구 선릉로,127.04326714506,37.5110981346839,2018,14,선정릉역,134.400950361271
1573,16128620,메가커피미아,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 217-109,서울특별시 강북구 솔매로45길,127.023695307748,37.63016413629,2019,17,미아역,122.574183664846
1574,16666043,메가엠지씨커피방학도깨비시장,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 661-1,서울특별시 도봉구 도당로,127.036000175233,37.6651353048547,2019,28,방학역,748.244683680271
1575,16657992,메가엠지씨커피,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-5,서울특별시 송파구 중대로9길,127.118982271183,37.494963464668,2019,23,가락시장역,237.158927758534
1576,16657946,메가엠지씨커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 709-2,서울특별시 노원구 노해로,127.058976854272,37.6542471553159,2019,23,노원역,182.029555927293
1577,16724403,메가엠지씨커피,11290,성북구,1129013800,장위동,서울특별시 성북구 장위동 231-25,서울특별시 성북구 장위로,127.04276777629,37.6138494429076,2019,28,상월곡역,975.817059430749
1578,16594595,메가커피,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 661-1,서울특별시 도봉구 도당로,127.036000175233,37.6651353048547,2019,28,방학역,748.244683680271
1579,16948385,메가엠지씨커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 897-33,서울특별시 강남구 선릉로86길,127.0510015023,37.5032582726133,2019,13,선릉역,234.016319984368
1580,16767636,메가MGC커피,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 222,서울특별시 성북구 오패산로,127.038693032005,37.6074639935496,2019,24,월곡역,677.999089462691
1581,16674342,메가엠지씨커피강북,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 189-32,서울특별시 강북구 한천로,127.024717734895,37.6412192740028,2019,40,가오리역,686.30681875697
1582,16681460,메가엠지씨커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.012197150958,37.654044910758,2019,13,솔밭공원역,247.04422291028
1583,17011301,메가커피,11710,송파구,1171010600,삼전동,서울특별시 송파구 삼전동 22-2,서울특별시 송파구 석촌호수로,127.092486811269,37.5070082935035,2019,15,잠실새내역,580.516682002011
1584,17005025,메가커피위례와이즈더샵점,11710,송파구,1171010900,장지동,서울특별시 송파구 장지동 895,서울특별시 송파구 위례광장로,127.143659106823,37.4770605514103,2019,13,장지역,1507.81387809335
1585,17004065,메가엠지씨커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 366-9,서울특별시 노원구 한글비석로,127.077380803731,37.6515632816969,2019,22,상계역,1106.58556646458
1586,16991346,메가커피문정,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 652-5,서울특별시 송파구 법원로4길,127.122093311945,37.482308670163,2019,17,문정역,608.121299353591
1587,16973347,메가엠지씨커피,11290,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 409-51,서울특별시 성북구 보국문로,127.010466429496,37.6076631876075,2019,32,북한산보국문역,526.543894933838
1588,16773145,메가엠지씨커피,11320,도봉구,1132010800,도봉동,서울특별시 도봉구 도봉동 600-1,서울특별시 도봉구 도봉로,127.044615861414,37.6774053573602,2019,39,도봉역,246.402443372437
1589,16966375,메가엠지씨커피사당,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 441-1,서울특별시 서초구 동작대로,126.982196189991,37.4803844047686,2019,19,이수역,539.211932117233
1590,17055730,메가엠지씨커피,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 209-3,서울특별시 강북구 도봉로,127.0255990992,37.6266568249909,2019,20,미아역,319.611449168151
1591,17074682,메가엠지씨커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 323-13,서울특별시 노원구 노해로,127.064538213566,37.6553996607483,2019,32,노원역,388.403010112049
1592,17051958,메가엠지씨커피,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 90-1,서울특별시 노원구 노원로1길,127.086420972977,37.6222147368382,2019,16,화랑대역,376.738288927228
1593,12667550,메가커피우이동점,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.012172458694,37.6541978792207,2019,13,솔밭공원역,231.564858710197
1594,17065303,메가엠지씨커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 938,서울특별시 강남구 도곡로,127.054626348735,37.4974304697379,2019,14,한티역,332.904282072881
1595,17050981,메가커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 154-22,서울특별시 노원구 덕릉로83길,127.074396031807,37.660126760897,2019,22,상계역,125.37941015332
1596,17075288,메가엠지씨커피,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 46-1,서울특별시 노원구 화랑로,127.06515498051,37.6152273015583,2019,31,석계역,75.7202182775422
1597,17132452,메가엠지씨커피,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 715-9,서울특별시 도봉구 도봉로150길,127.045343208666,37.6657609234367,2019,24,방학역,79.7759620960082
1598,16111201,MEGACOFFEE메가커피,11290,성북구,1129011900,동선동4가,서울특별시 성북구 동선동4가 42,서울특별시 성북구 아리랑로,127.016377703664,37.5939627499069,2019,24,성신여대입구역,101.876441340972
1599,17122634,메가엠지씨커피,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 173-6,서울특별시 강북구 도봉로,127.028425374737,37.6410336178076,2019,25,수유역,658.201911270513
1600,17127268,메가엠지씨커피,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 838-62,서울특별시 강북구 솔샘로,127.016473768299,37.6202107909287,2019,22,솔샘역,273.120462324233
1601,16685140,메가엠지씨커피,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 582-3,서울특별시 강남구 압구정로28길,127.027819043696,37.5248121591123,2019,10,압구정역,147.837845726233
1602,17112121,메가엠지씨쌍문세라믹점,11320,도봉구,1132010500,쌍문동,서울특별시 도봉구 쌍문동 19-15,서울특별시 도봉구 도당로,127.035143838522,37.6594878480008,2019,23,쌍문역,1157.77049023864
1603,12594558,메가커피수락산역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 1267,서울특별시 노원구 동일로,127.055803801993,37.6801805266229,2019,13,수락산역,303.704012276197
1604,12492744,메가커피고대점,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 101-2,서울특별시 성북구 인촌로27길,127.029694397544,37.5869907922067,2019,18,안암역,101.978829023366
1605,16047773,메가커피.에이치비지니,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 645,서울특별시 송파구 법원로11길,127.116216595299,37.4849410153847,2019,0,문정역,564.692155852309
1606,17140897,메가엠지씨커피,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 18-14,서울특별시 성북구 화랑로13길,127.042523511543,37.6037468067144,2019,25,월곡역,241.005219464517
1607,16951879,메가엠지씨커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 749-5,서울특별시 노원구 동일로,127.062188968501,37.6502541217571,2019,18,노원역,381.900657414256
1608,16243503,MEGACOFFEE,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1716-3,서울특별시 서초구 서초대로,127.011400031016,37.4933372584402,2019,19,서초역,377.309714417974
1609,16570528,메가엠지씨커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1716-3,서울특별시 서초구 서초대로,127.011400031016,37.4933372584402,2019,19,서초역,377.309714417974
1610,17168473,메가커피고투몰점,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 68-17,서울특별시 서초구 신반포로,127.005032097372,37.5062139130796,2019,21,고속터미널역,152.115145259313
1611,17179227,메가엠지씨커피정릉,11290,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 45-72,서울특별시 성북구 북악산로,127.018372955771,37.5989621115658,2019,25,성신여대입구역,665.134691691465
1612,15954955,메가커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.012218143364,37.6541712308566,2019,13,솔밭공원역,233.110684897884
1613,16592013,메가커피,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 569-85,서울특별시 도봉구 덕릉로,127.038638554479,37.6389638115153,2019,20,수유역,678.899003747003
1614,16586287,메가커피,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-5,서울특별시 송파구 중대로9길,127.118982271183,37.494963464668,2019,23,가락시장역,237.158927758534
1615,17158063,메가엠지씨,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길,127.067741087903,37.4886502561248,2019,17,개포동역,224.138565568655
1616,17178583,메가엠지씨커피서울,11710,송파구,1171010300,풍납동,서울특별시 송파구 풍납동 405-3,서울특별시 송파구 토성로,127.116747236782,37.5291689968327,2019,16,강동구청역,458.589662060933
1617,15658387,메가커피,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 821,서울특별시 강남구 테헤란로,127.028022534124,37.4986562606686,2019,40,강남역,738.296996764188
1618,16590045,메가커피,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길,127.067741087903,37.4886502561248,2019,17,개포동역,224.138565568655
1619,17264349,메가커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 366-9,서울특별시 노원구 한글비석로,127.077380803731,37.6515632816969,2019,22,상계역,1106.58556646458
1620,17261984,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 749-5,서울특별시 노원구 동일로,127.062249816229,37.6499212225917,2019,18,노원역,418.710653948634
1621,17201313,메가엠지씨커피4.19사거리점,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 279-124,서울특별시 강북구 삼양로,127.014308774521,37.6486203449358,2019,15,가오리역,801.773619828612
1622,17091435,메가엠지씨커피대치학원가점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-32,서울특별시 강남구 도곡로77길,127.058726204464,37.4987607308839,2019,13,대치역,617.872374530827
1623,17098514,메가엠지씨커피,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 1284,서울특별시 성북구 길음로,127.022075690652,37.6050478343417,2019,28,길음역,317.671491477979
1624,16989239,MEGAMGCCOFFEE메가엠지씨커피,11290,성북구,1129010400,동소문동1가,서울특별시 성북구 동소문동1가 27,서울특별시 성북구 동소문로,127.00702082108,37.5891088888379,2019,30,한성대입구역,69.3654099041464
1625,17143792,메가엠지씨커피,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 410-7,서울특별시 노원구 석계로,127.060698393035,37.6228327256067,2019,11,광운대역,153.112763493198
1626,17143685,메가엠지씨커피,11320,도봉구,1132010500,쌍문동,서울특별시 도봉구 쌍문동 96-43,서울특별시 도봉구 도봉로,127.033234692637,37.6467676594795,2019,26,쌍문역,302.656901363472
1627,17086360,메가엠지씨커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1575-9,서울특별시 서초구 서초중앙로,127.013765760324,37.4914467952652,2019,22,서초역,435.733602850941
1628,17138794,메가엠지씨커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 456-136,서울특별시 노원구 한글비석로,127.066566038775,37.6645161637005,2019,27,상계역,730.599374524632
1629,17229873,메가엠지씨커피,11290,성북구,1129013900,석관동,서울특별시 성북구 석관동 332-573,서울특별시 성북구 돌곶이로,127.060956947815,37.6067782508636,2019,11,돌곶이역,541.41933260026
1630,16128620,메가커피미아,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 217-109,서울특별시 강북구 솔매로45길,127.023695307748,37.63016413629,2020,17,미아역,122.574183664846
1631,16666043,메가엠지씨커피방학도깨비시장,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 661-1,서울특별시 도봉구 도당로,127.036000175233,37.6651353048547,2020,28,방학역,748.244683680271
1632,16657992,메가엠지씨커피,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-5,서울특별시 송파구 중대로9길,127.118982271183,37.494963464668,2020,23,가락시장역,237.158927758534
1633,16657946,메가엠지씨커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 709-2,서울특별시 노원구 노해로,127.058976854272,37.6542471553159,2020,23,노원역,182.029555927293
1634,16724403,메가엠지씨커피,11290,성북구,1129013800,장위동,서울특별시 성북구 장위동 231-25,서울특별시 성북구 장위로,127.04276777629,37.6138494429076,2020,28,상월곡역,975.817059430749
1635,16594595,메가커피,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 661-1,서울특별시 도봉구 도당로,127.036000175233,37.6651353048547,2020,28,방학역,748.244683680271
1636,16948385,메가엠지씨커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 897-33,서울특별시 강남구 선릉로86길,127.0510015023,37.5032582726133,2020,13,선릉역,234.016319984368
1637,16767636,메가MGC커피,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 222,서울특별시 성북구 오패산로,127.038693032005,37.6074639935496,2020,24,월곡역,677.999089462691
1638,16674342,메가엠지씨커피강북,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 189-32,서울특별시 강북구 한천로,127.024717734895,37.6412192740028,2020,40,가오리역,686.30681875697
1639,16681460,메가엠지씨커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.012197150958,37.654044910758,2020,13,솔밭공원역,247.04422291028
